Subject,Subj/Trial Number,TestTrialNum,Stimuli,idRespTime,ItemRecognResp,SourceSizeResp,SourceLocResp,ItemStatus,OldNewItemResp,ItemRecogStatus,SourceEncodingSize,SourceEncodingLoc,SourceConfidence_absSum,SourceCorrect
P01,P01_10,10,tank,1.847443705,Guess,0,0,lure,old,FalseAlarm,,,0,
P01,P01_100,100,lace,1.430648669,Know,3,3,target,old,Hit,small,upper,6,1
P01,P01_101,101,newt,1.847070295,Guess,1,1,lure,old,FalseAlarm,,,2,
P01,P01_102,102,kick,0.863761488,Remember,4,4,target,old,Hit,small,lower,8,0
P01,P01_103,103,quart,1.147339108,New,,,lure,old,CorrectRej,,,,
P01,P01_104,104,bush,1.847128253,New,,,target,new,Miss,large,lower,,
P01,P01_105,105,knight,0.947205079,Guess,2,2,target,old,Hit,large,lower,4,1
P01,P01_106,106,spruce,1.430567165,Guess,2,2,lure,old,FalseAlarm,,,4,
P01,P01_107,107,trout,2.447364314,New,,,lure,old,CorrectRej,,,,
P01,P01_108,108,waist,1.84715844,New,,,lure,old,CorrectRej,,,,
P01,P01_109,109,peach,2.147228322,New,,,lure,old,CorrectRej,,,,
P01,P01_11,11,vest,1.43079266,New,,,lure,old,CorrectRej,,,,
P01,P01_110,110,ditch,1.147253378,Remember,4,4,target,old,Hit,small,upper,8,1
P01,P01_111,111,wreck,1.71397272,Remember,3,3,lure,old,FalseAlarm,,,6,
P01,P01_112,112,dusk,1.147258509,Guess,3,3,target,old,Hit,large,upper,6,2
P01,P01_114,114,rack,1.147359031,New,,,lure,old,CorrectRej,,,,
P01,P01_115,115,glove,1.714078374,Remember,4,4,target,old,Hit,large,lower,8,1
P01,P01_116,116,rail,0.864124635,Remember,4,4,lure,old,FalseAlarm,,,8,
P01,P01_117,117,witch,1.247211267,New,,,lure,old,CorrectRej,,,,
P01,P01_118,118,blade,1.430409288,Guess,2,2,target,old,Hit,large,lower,4,1
P01,P01_119,119,graph,1.547303186,New,,,target,new,Miss,large,lower,,
P01,P01_12,12,starch,2.747228021,New,,,lure,old,CorrectRej,,,,
P01,P01_120,120,thread,0.863594555,Guess,0,0,lure,old,FalseAlarm,,,0,
P01,P01_121,121,frost,1.547291111,New,,,target,new,Miss,small,lower,,
P01,P01_122,122,purse,3.047382426,New,,,lure,old,CorrectRej,,,,
P01,P01_123,123,yoke,1.147209003,Remember,4,4,lure,old,FalseAlarm,,,8,
P01,P01_124,124,lamp,0.947301676,Know,3,3,target,old,Hit,large,upper,6,2
P01,P01_125,125,kiss,0.86411407,Remember,4,4,target,old,Hit,small,lower,8,0
P01,P01_126,126,clam,1.997309148,Remember,4,4,target,old,Hit,small,upper,8,1
P01,P01_127,127,cage,1.247460308,New,,,target,new,Miss,large,lower,,
P01,P01_128,128,fleet,1.547250963,New,,,target,new,Miss,small,upper,,
P01,P01_13,13,rope,1.430813187,Know,2,2,lure,old,FalseAlarm,,,4,
P01,P01_14,14,flood,1.14747193,Remember,2,2,target,old,Hit,large,upper,4,2
P01,P01_15,15,scar,2.846433957,New,,,lure,old,CorrectRej,,,,
P01,P01_16,16,globe,1.146431089,Guess,1,1,target,old,Hit,large,lower,2,1
P01,P01_17,17,jeep,1.430984347,Know,4,4,target,old,Hit,large,upper,8,2
P01,P01_19,19,hymn,0.583370086,Guess,1,1,target,old,Hit,small,lower,2,0
P01,P01_2,2,nail,0.58199085,New,,,lure,old,CorrectRej,,,,
P01,P01_20,20,mink,2.84716327,Guess,2,2,lure,old,FalseAlarm,,,4,
P01,P01_21,21,juice,0.947423631,New,,,target,new,Miss,large,upper,,
P01,P01_22,22,doll,1.430440078,Remember,4,4,target,old,Hit,large,lower,8,1
P01,P01_23,23,hood,0.647510116,Know,1,1,target,old,Hit,small,upper,2,1
P01,P01_24,24,vase,0.647469364,New,,,lure,old,CorrectRej,,,,
P01,P01_25,25,foil,1.247225153,Know,4,4,target,old,Hit,small,upper,8,1
P01,P01_26,26,hawk,1.847322958,Guess,4,4,target,old,Hit,small,upper,8,1
P01,P01_27,27,lard,2.147506041,Know,0,0,target,old,Hit,small,upper,0,0
P01,P01_28,28,pearl,2.280733419,New,,,lure,old,CorrectRej,,,,
P01,P01_29,29,arch,1.430221828,Guess,2,2,target,old,Hit,large,upper,4,2
P01,P01_3,3,cream,1.84683846,New,,,target,new,Miss,large,lower,,
P01,P01_30,30,pork,1.997468836,New,,,lure,old,CorrectRej,,,,
P01,P01_31,31,drum,2.147125084,Remember,4,4,target,old,Hit,small,upper,8,1
P01,P01_32,32,veil,2.447264698,New,,,lure,old,CorrectRej,,,,
P01,P01_33,33,tooth,1.430373667,Guess,0,0,lure,old,FalseAlarm,,,0,
P01,P01_34,34,brick,1.847406576,New,,,target,new,Miss,small,upper,,
P01,P01_35,35,mast,1.54715678,New,,,lure,old,CorrectRej,,,,
P01,P01_38,38,ramp,1.847228172,Guess,1,1,lure,old,FalseAlarm,,,2,
P01,P01_39,39,gown,2.447270131,New,,,target,new,Miss,large,lower,,
P01,P01_4,4,whip,1.547131423,New,,,lure,old,CorrectRej,,,,
P01,P01_40,40,keel,1.430466341,New,,,target,new,Miss,small,lower,,
P01,P01_41,41,heel,2.563908649,Guess,1,1,target,old,Hit,large,upper,2,2
P01,P01_42,42,maze,0.864435559,Guess,0,0,lure,old,FalseAlarm,,,0,
P01,P01_43,43,pipe,1.147326731,New,,,lure,old,CorrectRej,,,,
P01,P01_44,44,tomb,2.280516074,New,,,lure,old,CorrectRej,,,,
P01,P01_47,47,lime,2.283242245,New,,,lure,old,CorrectRej,,,,
P01,P01_48,48,hook,2.447167496,New,,,target,new,Miss,large,upper,,
P01,P01_49,49,haze,1.997297979,New,,,target,new,Miss,small,upper,,
P01,P01_5,5,duke,1.247303639,Remember,1,1,target,old,Hit,large,lower,2,1
P01,P01_50,50,deer,2.147389822,Guess,2,2,target,old,Hit,small,upper,4,1
P01,P01_51,51,bass,1.997481212,New,,,target,new,Miss,small,upper,,
P01,P01_52,52,lint,1.84734107,New,,,lure,old,CorrectRej,,,,
P01,P01_53,53,grape,1.847228172,New,,,target,new,Miss,small,lower,,
P01,P01_54,54,nerve,1.547326731,New,,,lure,old,CorrectRej,,,,
P01,P01_55,55,fuse,1.99723519,Remember,4,4,target,old,Hit,large,upper,8,2
P01,P01_56,56,herb,1.246782614,Remember,4,4,target,old,Hit,large,lower,8,1
P01,P01_57,57,flame,1.430873863,Remember,4,4,target,old,Hit,small,lower,8,0
P01,P01_58,58,skull,1.714070525,Remember,4,4,lure,old,FalseAlarm,,,8,
P01,P01_59,59,rake,1.996865402,Know,1,1,lure,old,FalseAlarm,,,2,
P01,P01_60,60,rein,1.147445969,New,,,lure,old,CorrectRej,,,,
P01,P01_61,61,cork,1.997142818,New,,,target,new,Miss,small,upper,,
P01,P01_62,62,badge,2.147448686,New,,,target,new,Miss,small,lower,,
P01,P01_63,63,ridge,1.84742348,New,,,lure,old,CorrectRej,,,,
P01,P01_64,64,stove,1.146489953,New,,,lure,old,CorrectRej,,,,
P01,P01_65,65,flag,2.447560226,Know,3,3,target,old,Hit,large,upper,6,2
P01,P01_66,66,tray,1.997384917,New,,,lure,old,CorrectRej,,,,
P01,P01_67,67,aisle,1.430643236,New,,,target,new,Miss,large,upper,,
P01,P01_68,68,lawn,1.713861935,New,,,target,new,Miss,large,upper,,
P01,P01_69,69,tent,1.430761266,New,,,lure,old,CorrectRej,,,,
P01,P01_7,7,goat,2.283058407,Know,3,3,target,old,Hit,small,lower,6,0
P01,P01_70,70,dome,1.547449894,Know,2,2,target,old,Hit,large,lower,4,1
P01,P01_71,71,pier,2.146128919,New,,,lure,old,CorrectRej,,,,
P01,P01_72,72,sponge,1.713918988,Guess,0,0,lure,old,FalseAlarm,,,0,
P01,P01_73,73,wheat,1.430434041,Know,0,0,lure,old,FalseAlarm,,,0,
P01,P01_74,74,bolt,1.847338353,Guess,2,2,target,old,Hit,small,lower,4,0
P01,P01_75,75,crown,2.847302431,Know,0,0,target,old,Hit,small,upper,0,0
P01,P01_76,76,itch,1.247360088,Guess,2,2,target,old,Hit,small,lower,4,0
P01,P01_77,77,crumb,2.280736136,Guess,1,1,target,old,Hit,large,upper,2,2
P01,P01_78,78,wing,1.84751555,New,,,lure,old,CorrectRej,,,,
P01,P01_79,79,dough,0.947436913,Know,2,2,target,old,Hit,large,lower,4,1
P01,P01_8,8,fork,1.547225606,Know,4,4,target,old,Hit,small,upper,8,1
P01,P01_80,80,yacht,1.548647103,Know,0,0,lure,old,FalseAlarm,,,0,
P01,P01_81,81,nest,2.563970532,New,,,lure,old,CorrectRej,,,,
P01,P01_82,82,reed,2.747270584,Guess,3,3,lure,old,FalseAlarm,,,6,
P01,P01_83,83,nurse,1.713974833,Guess,1,1,lure,old,FalseAlarm,,,2,
P01,P01_84,84,chalk,2.747378955,Guess,1,1,target,old,Hit,large,lower,2,1
P01,P01_85,85,bell,2.280605427,Know,0,0,target,old,Hit,small,lower,0,0
P01,P01_87,87,moss,2.849874347,New,,,lure,old,CorrectRej,,,,
P01,P01_88,88,hail,3.130368385,New,,,target,new,Miss,small,lower,,
P01,P01_89,89,seal,1.430599465,Guess,2,2,lure,old,FalseAlarm,,,4,
P01,P01_9,9,wrap,2.563991964,Guess,1,1,lure,old,FalseAlarm,,,2,
P01,P01_90,90,germ,1.147394048,Guess,2,2,target,old,Hit,large,upper,4,2
P01,P01_91,91,leaf,0.864194065,Guess,1,1,target,old,Hit,small,lower,2,0
P01,P01_92,92,bean,1.147400689,New,,,target,new,Miss,large,lower,,
P01,P01_93,93,mosque,1.547194513,Know,4,4,lure,old,FalseAlarm,,,8,
P01,P01_94,94,lens,1.714033396,Guess,0,0,target,old,Hit,small,upper,0,0
P01,P01_95,95,sleeve,1.713870387,Guess,0,0,lure,old,FalseAlarm,,,0,
P01,P01_96,96,pine,2.564069243,New,,,lure,old,CorrectRej,,,,
P01,P01_97,97,wolf,1.71398238,Guess,2,2,lure,old,FalseAlarm,,,4,
P01,P01_98,98,mouse,1.547353598,Know,1,1,lure,old,FalseAlarm,,,2,
P01,P01_99,99,mule,1.430811376,Know,0,0,lure,old,FalseAlarm,,,0,
P02,P02_10,10,flag,2.1473539,Remember,0,0,target,old,Hit,small,lower,0,0
P02,P02_100,100,blade,2.56408011,Remember,0,0,target,old,Hit,small,lower,0,0
P02,P02_101,101,purse,1.847190136,New,,,lure,old,CorrectRej,,,,
P02,P02_102,102,bolt,1.845998361,Remember,0,0,target,old,Hit,large,upper,0,0
P02,P02_103,103,grate,2.280772662,Remember,2,-3,target,old,Hit,large,lower,5,2
P02,P02_104,104,glove,1.847370955,Remember,0,0,target,old,Hit,small,lower,0,0
P02,P02_105,105,drum,1.997452233,Remember,-2,-3,target,old,Hit,small,upper,5,1
P02,P02_106,106,herb,1.547395859,Remember,1,-1,target,old,Hit,small,lower,2,1
P02,P02_107,107,lace,1.714125164,Remember,1,3,target,old,Hit,large,upper,4,2
P02,P02_108,108,quill,2.846477124,New,,,lure,old,CorrectRej,,,,
P02,P02_109,109,whip,2.447123725,New,,,lure,old,CorrectRej,,,,
P02,P02_11,11,keel,1.847335938,Remember,0,0,target,old,Hit,small,upper,0,0
P02,P02_110,110,duke,2.28074338,Remember,0,0,target,old,Hit,small,lower,0,0
P02,P02_111,111,mink,2.747307412,New,,,lure,old,CorrectRej,,,,
P02,P02_112,112,frost,1.713941326,Remember,1,-1,target,old,Hit,large,lower,2,2
P02,P02_113,113,juice,1.547292017,Remember,2,-1,target,old,Hit,small,upper,3,0
P02,P02_114,114,bell,2.147430272,Guess,0,0,target,old,Hit,small,lower,0,0
P02,P02_115,115,rake,1.997503249,New,,,lure,old,CorrectRej,,,,
P02,P02_116,116,fleet,2.280626859,Remember,1,2,target,old,Hit,small,upper,3,1
P02,P02_117,117,rail,2.14734424,New,,,lure,old,CorrectRej,,,,
P02,P02_118,118,goat,1.547320694,Remember,-1,3,target,old,Hit,large,upper,4,1
P02,P02_119,119,chalk,2.447393293,New,,,target,new,Miss,large,lower,,
P02,P02_12,12,sponge,2.847191947,New,,,lure,old,CorrectRej,,,,
P02,P02_120,120,hood,1.847301827,Remember,1,-1,target,old,Hit,large,upper,2,1
P02,P02_121,121,bean,1.247434649,New,,,target,new,Miss,large,lower,,
P02,P02_122,122,veil,1.847409594,New,,,lure,old,CorrectRej,,,,
P02,P02_123,123,vase,1.847316619,New,,,lure,old,CorrectRej,,,,
P02,P02_124,124,vine,2.147392841,New,,,lure,old,CorrectRej,,,,
P02,P02_125,125,gown,1.847388464,New,,,target,new,Miss,large,upper,,
P02,P02_126,126,lint,1.54752687,Know,0,0,lure,old,FalseAlarm,,,0,
P02,P02_127,127,clam,2.147309525,Remember,0,0,target,old,Hit,small,lower,0,0
P02,P02_128,128,nail,2.447101689,New,,,lure,old,CorrectRej,,,,
P02,P02_13,13,pipe,1.997364993,New,,,lure,old,CorrectRej,,,,
P02,P02_14,14,heel,2.447264698,New,,,target,new,Miss,small,lower,,
P02,P02_15,15,itch,1.713940118,Remember,0,0,target,old,Hit,small,lower,0,0
P02,P02_16,16,lens,1.147325524,Remember,0,0,target,old,Hit,large,upper,0,0
P02,P02_17,17,pearl,2.147318279,New,,,lure,old,CorrectRej,,,,
P02,P02_18,18,tent,2.447261075,New,,,lure,old,CorrectRej,,,,
P02,P02_19,19,cage,1.548474434,Remember,0,0,target,old,Hit,small,lower,0,0
P02,P02_2,2,rope,2.448223129,New,,,lure,old,CorrectRej,,,,
P02,P02_20,20,spruce,2.747221681,New,,,lure,old,CorrectRej,,,,
P02,P02_21,21,kiss,1.547330052,Remember,2,2,target,old,Hit,large,upper,4,2
P02,P02_22,22,toast,2.147390728,New,,,lure,old,CorrectRej,,,,
P02,P02_23,23,mouse,2.563892348,New,,,lure,old,CorrectRej,,,,
P02,P02_24,24,deer,2.282387958,Remember,1,-2,target,old,Hit,large,lower,3,2
P02,P02_25,25,wing,1.714120937,New,,,lure,old,CorrectRej,,,,
P02,P02_26,26,aisle,1.430607011,Remember,-1,1,target,old,Hit,small,upper,2,2
P02,P02_27,27,witch,3.048188414,New,,,lure,old,CorrectRej,,,,
P02,P02_28,28,skull,2.147385596,New,,,lure,old,CorrectRej,,,,
P02,P02_29,29,graph,2.147118442,Remember,0,0,target,old,Hit,small,lower,0,0
P02,P02_3,3,hawk,1.847144554,Remember,1,4,target,old,Hit,large,upper,5,2
P02,P02_30,30,yacht,2.447377294,New,,,lure,old,CorrectRej,,,,
P02,P02_32,32,wheat,3.049925061,New,,,lure,old,CorrectRej,,,,
P02,P02_33,33,tray,1.997119876,New,,,lure,old,CorrectRej,,,,
P02,P02_34,34,lime,2.747257604,New,,,lure,old,CorrectRej,,,,
P02,P02_35,35,noose,3.347272093,New,,,lure,old,CorrectRej,,,,
P02,P02_36,36,fuse,1.547204475,Remember,0,0,target,old,Hit,large,lower,0,0
P02,P02_37,37,hail,3.046682998,Remember,0,0,target,old,Hit,large,upper,0,0
P02,P02_39,39,pork,1.849855028,New,,,lure,old,CorrectRej,,,,
P02,P02_4,4,seal,2.280388987,Guess,0,0,lure,old,FalseAlarm,,,0,
P02,P02_40,40,cream,1.847472383,Remember,0,0,target,old,Hit,large,upper,0,0
P02,P02_41,41,hook,1.847172326,Remember,0,0,target,old,Hit,large,upper,0,0
P02,P02_42,42,isle,2.847153912,Remember,1,1,target,old,Hit,small,upper,2,1
P02,P02_43,43,ramp,2.448345385,Remember,0,0,lure,old,FalseAlarm,,,0,
P02,P02_44,44,nerve,2.847247793,Remember,0,0,lure,old,FalseAlarm,,,0,
P02,P02_46,46,quart,3.349826501,New,,,lure,old,CorrectRej,,,,
P02,P02_47,47,globe,2.447387256,New,,,target,new,Miss,large,lower,,
P02,P02_48,48,maze,1.713920195,New,,,lure,old,CorrectRej,,,,
P02,P02_49,49,haze,1.99732726,Remember,0,0,target,old,Hit,large,upper,0,0
P02,P02_5,5,cork,2.280414948,Know,-1,-4,target,old,Hit,small,lower,5,2
P02,P02_50,50,pier,2.564026679,New,,,lure,old,CorrectRej,,,,
P02,P02_51,51,trout,2.747178212,New,,,lure,old,CorrectRej,,,,
P02,P02_52,52,scar,2.147267263,New,,,lure,old,CorrectRej,,,,
P02,P02_54,54,hymn,3.0498182,Remember,0,0,target,old,Hit,large,upper,0,0
P02,P02_55,55,germ,2.280653122,Remember,0,0,target,old,Hit,small,upper,0,0
P02,P02_56,56,knight,2.280840582,Remember,2,0,target,old,Hit,small,lower,2,0
P02,P02_57,57,grape,1.247390577,Remember,0,0,target,old,Hit,large,upper,0,0
P02,P02_58,58,flame,1.71466913,Remember,0,1,target,old,Hit,large,upper,1,1
P02,P02_59,59,lawn,1.997477892,Remember,1,1,target,old,Hit,large,lower,2,1
P02,P02_6,6,arch,1.714053017,Remember,1,0,target,old,Hit,small,upper,1,0
P02,P02_60,60,starch,2.847440687,New,,,lure,old,CorrectRej,,,,
P02,P02_61,61,doll,2.446863817,Remember,-1,-1,target,old,Hit,small,lower,2,2
P02,P02_62,62,yoke,1.847414122,New,,,lure,old,CorrectRej,,,,
P02,P02_63,63,fork,2.280521809,New,,,target,new,Miss,small,upper,,
P02,P02_64,64,mole,2.847140026,New,,,lure,old,CorrectRej,,,,
P02,P02_65,65,vest,2.56391378,New,,,lure,old,CorrectRej,,,,
P02,P02_66,66,mast,3.347268773,New,,,lure,old,CorrectRej,,,,
P02,P02_68,68,tooth,1.997339334,New,,,lure,old,CorrectRej,,,,
P02,P02_69,69,bass,1.430749191,Remember,0,1,target,old,Hit,small,lower,1,0
P02,P02_7,7,waist,2.447170515,New,,,lure,old,CorrectRej,,,,
P02,P02_70,70,jeep,1.247387256,Remember,2,-3,target,old,Hit,large,lower,5,2
P02,P02_71,71,tank,2.147446573,New,,,lure,old,CorrectRej,,,,
P02,P02_72,72,crumb,1.847232398,Remember,0,0,target,old,Hit,small,upper,0,0
P02,P02_73,73,peach,2.447343485,New,,,lure,old,CorrectRej,,,,
P02,P02_74,74,dome,1.547173684,Remember,1,-2,target,old,Hit,small,lower,3,1
P02,P02_75,75,bush,1.147264849,Remember,2,-4,target,old,Hit,small,lower,6,1
P02,P02_76,76,wrap,1.99744197,New,,,lure,old,CorrectRej,,,,
P02,P02_77,77,brick,1.713767148,Remember,0,0,target,old,Hit,small,upper,0,0
P02,P02_78,78,wolf,1.713907215,New,,,lure,old,CorrectRej,,,,
P02,P02_79,79,dusk,1.847389973,Remember,1,2,target,old,Hit,large,upper,3,2
P02,P02_8,8,foil,2.280372385,Remember,0,0,target,old,Hit,small,lower,0,0
P02,P02_80,80,lard,2.147249453,New,,,target,new,Miss,large,upper,,
P02,P02_81,81,nurse,2.447154516,New,,,lure,old,CorrectRej,,,,
P02,P02_82,82,crown,1.997159119,Remember,-2,2,target,old,Hit,large,upper,4,1
P02,P02_83,83,pine,2.28063833,New,,,lure,old,CorrectRej,,,,
P02,P02_84,84,tomb,2.147274206,New,,,lure,old,CorrectRej,,,,
P02,P02_85,85,rack,1.997399406,New,,,lure,old,CorrectRej,,,,
P02,P02_86,86,leaf,1.845448961,Remember,0,0,target,old,Hit,large,upper,0,0
P02,P02_87,87,ditch,2.56397989,Remember,0,-1,target,old,Hit,small,lower,1,1
P02,P02_88,88,lamp,2.147481288,New,,,target,new,Miss,large,lower,,
P02,P02_89,89,nest,2.147425442,New,,,lure,old,CorrectRej,,,,
P02,P02_90,90,pill,2.846971886,New,,,lure,old,CorrectRej,,,,
P02,P02_91,91,mosque,2.747183646,New,,,lure,old,CorrectRej,,,,
P02,P02_92,92,badge,1.997081539,Remember,0,1,target,old,Hit,small,upper,1,1
P02,P02_93,93,kick,1.430779378,Remember,2,2,target,old,Hit,large,upper,4,2
P02,P02_94,94,calf,2.447367936,Remember,-2,1,target,old,Hit,large,lower,3,0
P02,P02_95,95,newt,3.047403557,New,,,lure,old,CorrectRej,,,,
P02,P02_96,96,stove,2.147246736,New,,,lure,old,CorrectRej,,,,
P02,P02_97,97,moss,2.147246736,Remember,0,0,lure,old,FalseAlarm,,,0,
P02,P02_98,98,thread,2.147466496,New,,,lure,old,CorrectRej,,,,
P02,P02_99,99,dough,2.447120706,Remember,0,2,target,old,Hit,small,lower,2,0
P03,P03_1,1,vine,1.995218998,New,,,lure,old,CorrectRej,,,,
P03,P03_10,10,tank,1.430584162,New,,,lure,old,CorrectRej,,,,
P03,P03_100,100,lace,1.713987554,Remember,0,0,target,old,Hit,small,upper,0,0
P03,P03_101,101,newt,1.714139998,New,,,lure,old,CorrectRej,,,,
P03,P03_102,102,kick,0.864239539,Remember,0,0,target,old,Hit,small,lower,0,0
P03,P03_103,103,quart,1.147429208,New,,,lure,old,CorrectRej,,,,
P03,P03_104,104,bush,0.864040306,Remember,0,0,target,old,Hit,large,lower,0,0
P03,P03_105,105,knight,0.580823469,Remember,0,0,target,old,Hit,large,lower,0,0
P03,P03_106,106,spruce,1.547404153,New,,,lure,old,CorrectRej,,,,
P03,P03_107,107,trout,2.147307253,New,,,lure,old,CorrectRej,,,,
P03,P03_108,108,waist,1.249089337,New,,,lure,old,CorrectRej,,,,
P03,P03_109,109,peach,1.547324761,New,,,lure,old,CorrectRej,,,,
P03,P03_11,11,vest,2.280664836,New,,,lure,old,CorrectRej,,,,
P03,P03_110,110,ditch,1.430761963,Remember,0,0,target,old,Hit,small,upper,0,0
P03,P03_111,111,wreck,1.147393587,New,,,lure,old,CorrectRej,,,,
P03,P03_112,112,dusk,1.247403096,New,,,target,new,Miss,large,upper,,
P03,P03_113,113,noose,0.948191729,New,,,lure,old,CorrectRej,,,,
P03,P03_114,114,rack,1.546758153,New,,,lure,old,CorrectRej,,,,
P03,P03_115,115,glove,0.864129659,Remember,0,0,target,old,Hit,large,lower,0,0
P03,P03_116,116,rail,1.147447018,Guess,0,0,lure,old,FalseAlarm,,,0,
P03,P03_117,117,witch,1.713785302,New,,,lure,old,CorrectRej,,,,
P03,P03_118,118,blade,1.4305096,Remember,0,0,target,old,Hit,large,lower,0,0
P03,P03_119,119,graph,0.864075322,Remember,0,0,target,old,Hit,large,lower,0,0
P03,P03_12,12,starch,1.847427548,Guess,1,-2,lure,old,FalseAlarm,,,3,
P03,P03_120,120,thread,1.147280387,New,,,lure,old,CorrectRej,,,,
P03,P03_121,121,frost,0.646681931,New,,,target,new,Miss,small,lower,,
P03,P03_122,122,purse,0.647479771,New,,,lure,old,CorrectRej,,,,
P03,P03_123,123,yoke,1.147357967,New,,,lure,old,CorrectRej,,,,
P03,P03_124,124,lamp,0.647303479,Remember,0,0,target,old,Hit,large,upper,0,0
P03,P03_125,125,kiss,0.580820148,Remember,0,0,target,old,Hit,small,lower,0,0
P03,P03_126,126,clam,1.147398719,New,,,target,new,Miss,small,upper,,
P03,P03_127,127,cage,0.947383928,Remember,0,0,target,old,Hit,large,lower,0,0
P03,P03_128,128,fleet,0.863889673,New,,,target,new,Miss,small,upper,,
P03,P03_13,13,rope,1.714194334,New,,,lure,old,CorrectRej,,,,
P03,P03_14,14,flood,1.147574105,New,,,target,new,Miss,large,upper,,
P03,P03_15,15,scar,0.86411215,New,,,lure,old,CorrectRej,,,,
P03,P03_16,16,globe,0.863923784,Remember,-1,-1,target,old,Hit,large,lower,2,1
P03,P03_17,17,jeep,0.94750226,New,,,target,new,Miss,large,upper,,
P03,P03_18,18,pill,1.847445358,New,,,lure,old,CorrectRej,,,,
P03,P03_19,19,hymn,0.864097963,Remember,1,1,target,old,Hit,small,lower,2,0
P03,P03_20,20,mink,1.847246728,New,,,lure,old,CorrectRej,,,,
P03,P03_21,21,juice,0.6474037,Know,-1,-1,target,old,Hit,large,upper,2,0
P03,P03_22,22,doll,1.430791848,Remember,0,0,target,old,Hit,large,lower,0,0
P03,P03_23,23,hood,1.247521731,Guess,0,0,target,old,Hit,small,upper,0,0
P03,P03_24,24,vase,1.247429661,New,,,lure,old,CorrectRej,,,,
P03,P03_25,25,foil,0.86389088,Know,0,0,target,old,Hit,small,upper,0,0
P03,P03_26,26,hawk,0.86412664,Know,0,0,target,old,Hit,small,upper,0,0
P03,P03_27,27,lard,1.147389361,New,,,target,new,Miss,small,upper,,
P03,P03_28,28,pearl,0.947267708,New,,,lure,old,CorrectRej,,,,
P03,P03_29,29,arch,0.864220521,Know,0,0,target,old,Hit,large,upper,0,0
P03,P03_3,3,cream,0.863738135,Remember,3,0,target,old,Hit,large,lower,3,1
P03,P03_30,30,pork,0.863854958,New,,,lure,old,CorrectRej,,,,
P03,P03_31,31,drum,1.997106284,Know,0,0,target,old,Hit,small,upper,0,0
P03,P03_32,32,veil,0.647453508,Know,0,0,lure,old,FalseAlarm,,,0,
P03,P03_33,33,tooth,1.247478262,New,,,lure,old,CorrectRej,,,,
P03,P03_34,34,brick,0.580134,Know,0,0,target,old,Hit,small,upper,0,0
P03,P03_35,35,mast,1.547459395,New,,,lure,old,CorrectRej,,,,
P03,P03_36,36,grate,1.147301517,Know,0,0,target,old,Hit,large,upper,0,0
P03,P03_37,37,quill,0.947519467,New,,,lure,old,CorrectRej,,,,
P03,P03_38,38,ramp,0.864211767,Know,0,0,lure,old,FalseAlarm,,,0,
P03,P03_39,39,gown,1.248340701,Know,0,0,target,old,Hit,large,lower,0,0
P03,P03_4,4,whip,1.714038872,New,,,lure,old,CorrectRej,,,,
P03,P03_40,40,keel,1.147401738,Guess,0,0,target,old,Hit,small,lower,0,0
P03,P03_41,41,heel,0.947337138,Know,0,0,target,old,Hit,large,upper,0,0
P03,P03_42,42,maze,0.947399625,Guess,0,0,lure,old,FalseAlarm,,,0,
P03,P03_43,43,pipe,0.864095246,New,,,lure,old,CorrectRej,,,,
P03,P03_44,44,tomb,0.864014949,New,,,lure,old,CorrectRej,,,,
P03,P03_45,45,isle,0.864244369,Know,0,0,target,old,Hit,large,lower,0,0
P03,P03_46,46,calf,1.997192618,New,,,target,new,Miss,small,lower,,
P03,P03_47,47,lime,0.947375173,New,,,lure,old,CorrectRej,,,,
P03,P03_48,48,hook,0.864050871,New,,,target,new,Miss,large,upper,,
P03,P03_49,49,haze,0.864125433,Know,0,0,target,old,Hit,small,upper,0,0
P03,P03_5,5,duke,2.28052809,Know,2,1,target,old,Hit,large,lower,3,1
P03,P03_50,50,deer,0.580685212,Know,-1,0,target,old,Hit,small,upper,1,1
P03,P03_51,51,bass,0.647576369,New,,,target,new,Miss,small,upper,,
P03,P03_52,52,lint,1.713786207,New,,,lure,old,CorrectRej,,,,
P03,P03_53,53,grape,0.64734876,Know,0,0,target,old,Hit,small,lower,0,0
P03,P03_54,54,nerve,0.863849524,New,,,lure,old,CorrectRej,,,,
P03,P03_55,55,fuse,1.147220918,Remember,0,0,target,old,Hit,large,upper,0,0
P03,P03_56,56,herb,0.580843996,Know,0,0,target,old,Hit,large,lower,0,0
P03,P03_57,57,flame,0.864225955,Know,0,0,target,old,Hit,small,lower,0,0
P03,P03_58,58,skull,1.147567162,New,,,lure,old,CorrectRej,,,,
P03,P03_59,59,rake,1.847272085,New,,,lure,old,CorrectRej,,,,
P03,P03_6,6,mole,2.147155413,New,,,lure,old,CorrectRej,,,,
P03,P03_60,60,rein,1.147255935,New,,,lure,old,CorrectRej,,,,
P03,P03_61,61,cork,0.647388305,Know,0,0,target,old,Hit,small,upper,0,0
P03,P03_62,62,badge,1.147352231,Guess,0,0,target,old,Hit,small,lower,0,0
P03,P03_63,63,ridge,1.147488676,New,,,lure,old,CorrectRej,,,,
P03,P03_64,64,stove,1.430768302,New,,,lure,old,CorrectRej,,,,
P03,P03_65,65,flag,1.430647252,Know,0,0,target,old,Hit,large,upper,0,0
P03,P03_66,66,tray,0.864176147,New,,,lure,old,CorrectRej,,,,
P03,P03_67,67,aisle,1.247274802,Know,0,0,target,old,Hit,large,upper,0,0
