Subject,Subj/Trial Number,TestTrialNum,Stimuli,idRespTime,ItemRecognResp,SourceSizeResp,SourceLocResp,ItemStatus,OldNewItemResp,ItemRecogStatus,SourceEncodingSize,SourceEncodingLoc,SourceConfidence_absSum,SourceCorrect
P12,P12_80,80,moss,0.580590475,Know,-2,2,lure,old,FalseAlarm,,,4,
P12,P12_81,81,hail,2.804468468,New,,,target,new,Miss,small,upper,,
P12,P12_82,82,seal,1.230658515,New,,,lure,old,CorrectRej,,,,
P12,P12_83,83,wrap,1.229438673,New,,,target,new,Miss,small,upper,,
P12,P12_84,84,germ,1.413811111,Guess,0,0,lure,old,FalseAlarm,,,0,
P12,P12_85,85,leaf,0.896543751,Know,1,-1,target,old,Hit,large,lower,2,2
P12,P12_86,86,bean,1.414093658,New,,,target,new,Miss,large,upper,,
P12,P12_87,87,mosque,1.047210392,Guess,-1,1,target,old,Hit,large,lower,2,0
P12,P12_88,88,lens,1.229903246,New,,,target,new,Miss,large,upper,,
P12,P12_89,89,sleeve,1.229780084,New,,,lure,old,CorrectRej,,,,
P12,P12_9,9,pine,1.581955213,New,,,target,new,Miss,large,upper,,
P12,P12_90,90,wolf,1.248059905,New,,,lure,old,CorrectRej,,,,
P12,P12_92,92,mouse,1.41408098,Guess,0,0,lure,old,FalseAlarm,,,0,
P12,P12_93,93,mule,1.579511604,Guess,0,0,target,old,Hit,small,lower,0,0
P12,P12_94,94,tank,1.229762576,Remember,-3,3,target,old,Hit,small,upper,6,2
P12,P12_95,95,lace,1.23035997,Know,1,-1,target,old,Hit,small,upper,2,0
P12,P12_96,96,newt,0.896619217,Know,2,2,target,old,Hit,large,lower,4,1
P12,P12_97,97,kick,1.79736857,New,,,lure,old,CorrectRej,,,,
P12,P12_98,98,quart,1.647504591,New,,,lure,old,CorrectRej,,,,
P12,P12_99,99,bush,1.295306521,Know,0,0,lure,old,FalseAlarm,,,0,
P13,P13_10,10,knight,1.662541526,New,,,lure,old,CorrectRej,,,,
P13,P13_100,100,spruce,0.914792639,Remember,-3,4,target,old,Hit,small,upper,7,2
P13,P13_102,102,trout,1.047515392,Remember,-3,3,target,old,Hit,small,lower,6,1
P13,P13_103,103,waist,3.047240993,New,,,lure,old,CorrectRej,,,,
P13,P13_104,104,peach,1.413988309,Remember,2,-2,target,old,Hit,large,lower,4,2
P13,P13_105,105,vest,1.292100842,Remember,4,-4,target,old,Hit,large,lower,8,2
P13,P13_106,106,ditch,2.728184152,New,,,lure,old,CorrectRej,,,,
P13,P13_107,107,wreck,2.613862731,New,,,lure,old,CorrectRej,,,,
P13,P13_108,108,dusk,2.728083932,New,,,lure,old,CorrectRej,,,,
P13,P13_109,109,noose,2.197253898,New,,,lure,old,CorrectRej,,,,
P13,P13_11,11,rack,2.745256657,New,,,lure,old,CorrectRej,,,,
P13,P13_110,110,glove,1.2932084,Remember,1,-1,target,old,Hit,small,upper,2,0
P13,P13_111,111,rail,1.414223163,Guess,0,0,lure,old,FalseAlarm,,,0,
P13,P13_112,112,witch,1.414160978,Remember,1,2,target,old,Hit,large,upper,3,2
P13,P13_113,113,blade,2.197193222,New,,,lure,old,CorrectRej,,,,
P13,P13_114,114,graph,2.728515604,New,,,lure,old,CorrectRej,,,,
P13,P13_115,115,starch,1.047308309,Guess,0,0,target,old,Hit,large,lower,0,0
P13,P13_116,116,thread,1.414121131,New,,,lure,old,CorrectRej,,,,
P13,P13_117,117,frost,1.262253241,New,,,lure,old,CorrectRej,,,,
P13,P13_118,118,purse,1.047409134,Remember,2,-2,target,old,Hit,large,lower,4,2
P13,P13_119,119,yoke,1.04746015,Remember,-2,2,target,old,Hit,large,lower,4,0
P13,P13_12,12,lamp,3.047253671,New,,,lure,old,CorrectRej,,,,
P13,P13_120,120,kiss,1.249196802,New,,,lure,old,CorrectRej,,,,
P13,P13_121,121,clam,1.650130483,Remember,-2,2,target,old,Hit,small,lower,4,1
P13,P13_122,122,cage,0.924088091,New,,,lure,old,CorrectRej,,,,
P13,P13_123,123,fleet,1.797115943,New,,,lure,old,CorrectRej,,,,
P13,P13_124,124,rope,0.896817244,Remember,2,-1,target,old,Hit,large,upper,3,1
P13,P13_125,125,flood,0.697573728,Remember,-3,-3,target,old,Hit,small,lower,6,2
P13,P13_126,126,scar,1.414231011,Guess,0,0,target,old,Hit,small,upper,0,0
P13,P13_127,127,globe,1.414050796,Remember,-2,-3,target,old,Hit,large,lower,5,1
P13,P13_128,128,jeep,0.896321575,Guess,0,0,target,old,Hit,small,upper,0,0
P13,P13_13,13,pill,1.275222742,New,,,lure,old,CorrectRej,,,,
P13,P13_14,14,hymn,1.274783824,Remember,1,-1,target,old,Hit,large,upper,2,1
P13,P13_15,15,nail,2.379153227,New,,,lure,old,CorrectRej,,,,
P13,P13_16,16,mink,1.413925218,Remember,4,-2,target,old,Hit,large,lower,6,2
P13,P13_17,17,juice,1.047452905,Know,-3,2,target,old,Hit,large,upper,5,1
P13,P13_18,18,doll,2.031534747,New,,,lure,old,CorrectRej,,,,
P13,P13_19,19,hood,1.047401587,Remember,-3,-3,target,old,Hit,small,lower,6,2
P13,P13_20,20,vase,1.797262954,New,,,lure,old,CorrectRej,,,,
P13,P13_22,22,foil,1.589261311,Remember,3,-3,target,old,Hit,large,lower,6,2
P13,P13_23,23,hawk,1.414185731,Know,-3,2,target,old,Hit,small,upper,5,2
P13,P13_24,24,lard,1.234241607,New,,,lure,old,CorrectRej,,,,
P13,P13_25,25,pearl,1.047351779,Remember,1,-1,target,old,Hit,small,upper,2,0
P13,P13_26,26,arch,1.295112288,Remember,-4,4,target,old,Hit,small,upper,8,2
P13,P13_27,27,cream,3.497467168,Remember,-4,4,target,old,Hit,small,upper,8,2
P13,P13_28,28,pork,1.79743683,New,,,lure,old,CorrectRej,,,,
P13,P13_29,29,drum,1.234578493,Remember,3,4,target,old,Hit,large,upper,7,2
P13,P13_3,3,veil,1.416447937,Know,3,-3,target,old,Hit,large,lower,6,2
P13,P13_30,30,tooth,1.229767002,New,,,lure,old,CorrectRej,,,,
P13,P13_31,31,brick,1.579536903,New,,,target,new,Miss,small,upper,,
P13,P13_32,32,mast,1.047005233,Remember,-2,-2,lure,old,FalseAlarm,,,4,
P13,P13_33,33,grate,1.414031174,New,,,lure,old,CorrectRej,,,,
P13,P13_34,34,quill,2.445350689,New,,,target,new,Miss,small,upper,,
P13,P13_35,35,ramp,2.328799663,New,,,lure,old,CorrectRej,,,,
P13,P13_36,36,gown,1.415114582,Remember,3,-3,target,old,Hit,large,upper,6,1
P13,P13_37,37,whip,2.72835018,New,,,lure,old,CorrectRej,,,,
P13,P13_38,38,keel,1.413874504,New,,,lure,old,CorrectRej,,,,
P13,P13_39,39,heel,1.956858992,Guess,0,0,target,old,Hit,large,lower,0,0
P13,P13_4,4,maze,2.197081228,Guess,-2,0,lure,old,FalseAlarm,,,2,
P13,P13_40,40,pipe,1.414210786,New,,,target,new,Miss,small,lower,,
P13,P13_41,41,tomb,0.899303437,Remember,-1,4,target,old,Hit,large,upper,5,1
P13,P13_42,42,isle,0.939105773,New,,,lure,old,CorrectRej,,,,
P13,P13_43,43,calf,1.047459244,New,,,lure,old,CorrectRej,,,,
P13,P13_44,44,lime,2.842369732,New,,,lure,old,CorrectRej,,,,
P13,P13_45,45,hook,1.0471453,Remember,2,-4,target,old,Hit,large,lower,6,2
P13,P13_46,46,haze,1.229670404,Remember,-4,4,target,old,Hit,small,lower,8,1
P13,P13_47,47,duke,1.047434793,New,,,lure,old,CorrectRej,,,,
P13,P13_48,48,deer,1.22980534,Remember,3,4,target,old,Hit,large,upper,7,2
P13,P13_49,49,bass,0.938106587,Remember,-3,-2,target,old,Hit,small,upper,5,1
P13,P13_5,5,lint,1.414541936,Remember,-3,2,target,old,Hit,large,lower,5,0
P13,P13_50,50,grape,1.047517806,Remember,2,2,target,old,Hit,small,upper,4,1
P13,P13_51,51,nerve,1.047369287,New,,,target,new,Miss,small,upper,,
P13,P13_52,52,fuse,2.197232767,New,,,lure,old,CorrectRej,,,,
P13,P13_53,53,herb,1.278404441,Remember,3,-3,target,old,Hit,small,lower,6,1
P13,P13_54,54,flame,1.610476364,New,,,lure,old,CorrectRej,,,,
P13,P13_55,55,skull,1.414184523,Guess,0,0,target,old,Hit,large,upper,0,0
P13,P13_56,56,rake,0.89677136,Know,-2,2,target,old,Hit,large,lower,4,0
P13,P13_57,57,mole,0.896827206,Remember,3,-3,target,old,Hit,small,lower,6,1
P13,P13_58,58,rein,1.04736325,New,,,lure,old,CorrectRej,,,,
P13,P13_59,59,cork,2.338479395,New,,,lure,old,CorrectRej,,,,
P13,P13_6,6,badge,1.414165204,New,,,lure,old,CorrectRej,,,,
P13,P13_60,60,ridge,1.579465662,New,,,lure,old,CorrectRej,,,,
P13,P13_61,61,stove,1.612755476,Remember,-2,3,target,old,Hit,small,upper,5,2
P13,P13_62,62,flag,1.047389512,Remember,3,-4,target,old,Hit,small,lower,7,1
P13,P13_63,63,tray,1.579423702,Guess,0,0,lure,old,FalseAlarm,,,0,
P13,P13_64,64,aisle,1.41418875,New,,,lure,old,CorrectRej,,,,
P13,P13_65,65,lawn,2.197365891,Remember,2,-2,target,old,Hit,large,upper,4,1
P13,P13_66,66,tent,1.619041294,Guess,0,0,lure,old,FalseAlarm,,,0,
P13,P13_67,67,goat,0.896998064,Remember,4,-4,target,old,Hit,large,upper,8,1
P13,P13_68,68,dome,0.934086899,Remember,-1,-1,target,old,Hit,large,upper,2,0
P13,P13_69,69,pier,1.047998684,Guess,0,0,lure,old,FalseAlarm,,,0,
P13,P13_7,7,sponge,1.259670148,New,,,target,new,Miss,small,lower,,
P13,P13_70,70,wheat,1.047308913,Remember,3,-2,target,old,Hit,large,lower,5,2
P13,P13_71,71,bolt,2.197425359,New,,,lure,old,CorrectRej,,,,
P13,P13_72,72,crown,1.047212013,New,,,lure,old,CorrectRej,,,,
P13,P13_73,73,itch,1.601131405,New,,,lure,old,CorrectRej,,,,
P13,P13_74,74,crumb,2.414180901,Remember,-2,2,target,old,Hit,small,lower,4,1
P13,P13_75,75,wing,2.328675293,Remember,0,1,target,old,Hit,small,upper,1,1
P13,P13_76,76,dough,0.896667819,Remember,-4,3,target,old,Hit,small,lower,7,1
P13,P13_77,77,fork,1.414094567,Know,-2,1,target,old,Hit,large,upper,3,1
P13,P13_78,78,yacht,1.273292893,New,,,lure,old,CorrectRej,,,,
P13,P13_79,79,nest,0.939311648,Remember,3,-3,target,old,Hit,large,lower,6,2
P13,P13_8,8,reed,2.196639292,Remember,-2,2,target,old,Hit,small,upper,4,2
P13,P13_80,80,nurse,0.896665102,New,,,lure,old,CorrectRej,,,,
P13,P13_81,81,chalk,1.797524674,New,,,lure,old,CorrectRej,,,,
P13,P13_82,82,bell,2.197283783,Guess,0,0,lure,old,FalseAlarm,,,0,
P13,P13_83,83,toast,0.896304368,New,,,lure,old,CorrectRej,,,,
P13,P13_84,84,moss,0.896263314,Remember,2,-1,target,old,Hit,large,lower,3,2
P13,P13_85,85,hail,0.896817848,Remember,-2,3,target,old,Hit,small,lower,5,1
P13,P13_86,86,seal,1.612174378,New,,,lure,old,CorrectRej,,,,
P13,P13_87,87,wrap,1.599814049,Guess,0,0,lure,old,FalseAlarm,,,0,
P13,P13_88,88,germ,0.917338904,Know,1,0,target,old,Hit,small,lower,1,0
P13,P13_89,89,leaf,1.97428408,New,,,lure,old,CorrectRej,,,,
P13,P13_9,9,bean,1.414378625,Guess,0,0,lure,old,FalseAlarm,,,0,
P13,P13_90,90,mosque,1.229552675,Remember,2,-2,target,old,Hit,large,upper,4,1
P13,P13_91,91,lens,0.697386569,Guess,0,0,target,old,Hit,small,lower,0,0
P13,P13_92,92,sleeve,1.04819671,Remember,-2,-2,target,old,Hit,large,lower,4,1
P13,P13_93,93,pine,1.797259935,New,,,lure,old,CorrectRej,,,,
P13,P13_94,94,wolf,1.61847046,New,,,target,new,Miss,small,upper,,
P13,P13_95,95,mouse,1.57939925,New,,,lure,old,CorrectRej,,,,
P13,P13_96,96,mule,1.648606044,New,,,lure,old,CorrectRej,,,,
P13,P13_97,97,tank,0.926797366,New,,,lure,old,CorrectRej,,,,
P13,P13_98,98,lace,0.93815398,New,,,lure,old,CorrectRej,,,,
P13,P13_99,99,newt,1.58010502,New,,,lure,old,CorrectRej,,,,
P14,P14_1,1,kick,1.607239423,New,,,lure,old,CorrectRej,,,,
P14,P14_10,10,quart,0.697330723,New,,,target,new,Miss,small,lower,,
P14,P14_100,100,bush,1.047488223,Know,-1,-1,target,old,Hit,small,lower,2,2
P14,P14_101,101,knight,1.047400983,New,,,lure,old,CorrectRej,,,,
P14,P14_102,102,spruce,1.579329217,Know,0,0,target,old,Hit,large,upper,0,0
P14,P14_103,103,trout,0.935880907,Remember,4,-4,target,old,Hit,large,lower,8,2
P14,P14_104,104,waist,0.897033684,Know,2,-2,target,old,Hit,small,lower,4,1
P14,P14_105,105,peach,1.047424227,New,,,target,new,Miss,small,upper,,
P14,P14_106,106,vest,0.896750531,Know,0,0,target,old,Hit,small,lower,0,0
P14,P14_107,107,ditch,1.579514866,New,,,target,new,Miss,large,upper,,
P14,P14_108,108,wreck,1.252162967,New,,,lure,old,CorrectRej,,,,
P14,P14_109,109,dusk,1.229549959,New,,,lure,old,CorrectRej,,,,
P14,P14_11,11,noose,2.328643899,Guess,-2,-3,target,old,Hit,small,upper,5,1
P14,P14_110,110,rack,1.047393436,Remember,-2,3,target,old,Hit,small,lower,5,1
P14,P14_111,111,glove,2.197463998,New,,,lure,old,CorrectRej,,,,
P14,P14_112,112,rail,2.328748949,Remember,0,4,target,old,Hit,large,lower,4,0
P14,P14_113,113,witch,0.580383042,Remember,-2,4,target,old,Hit,small,upper,6,2
P14,P14_114,114,blade,0.896772567,Know,0,0,target,old,Hit,small,lower,0,0
P14,P14_115,115,graph,1.414190561,New,,,lure,old,CorrectRej,,,,
P14,P14_116,116,starch,0.697327101,New,,,target,new,Miss,small,upper,,
P14,P14_117,117,thread,1.579377516,New,,,lure,old,CorrectRej,,,,
P14,P14_118,118,frost,0.896750833,Remember,2,4,target,old,Hit,large,upper,6,2
P14,P14_119,119,purse,0.580405984,Remember,3,-4,target,old,Hit,large,lower,7,2
P14,P14_12,12,yoke,1.234829346,New,,,lure,old,CorrectRej,,,,
P14,P14_120,120,lamp,1.047400379,New,,,target,new,Miss,large,upper,,
P14,P14_121,121,kiss,1.5794557,Remember,0,-3,target,old,Hit,large,lower,3,1
P14,P14_122,122,clam,0.896775888,New,,,lure,old,CorrectRej,,,,
P14,P14_123,123,cage,1.638606331,New,,,lure,old,CorrectRej,,,,
P14,P14_124,124,fleet,0.896574843,New,,,lure,old,CorrectRej,,,,
P14,P14_125,125,rope,0.922502977,Remember,1,4,target,old,Hit,large,upper,5,2
P14,P14_126,126,flood,0.924303324,New,,,lure,old,CorrectRej,,,,
P14,P14_127,127,scar,1.229749796,Know,0,0,target,old,Hit,small,lower,0,0
P14,P14_128,128,globe,0.697449961,New,,,lure,old,CorrectRej,,,,
P14,P14_13,13,jeep,0.697388078,New,,,lure,old,CorrectRej,,,,
P14,P14_14,14,pill,0.580281915,Remember,-3,-4,target,old,Hit,small,lower,7,2
P14,P14_15,15,hymn,0.697244992,Know,0,0,target,old,Hit,small,lower,0,0
P14,P14_16,16,mink,0.697428831,Remember,3,4,target,old,Hit,large,upper,7,2
P14,P14_17,17,juice,2.328667444,New,,,lure,old,CorrectRej,,,,
P14,P14_18,18,doll,0.907493748,New,,,lure,old,CorrectRej,,,,
P14,P14_19,19,hood,0.896718835,Remember,-4,-4,target,old,Hit,small,lower,8,2
P14,P14_2,2,vase,3.18995561,New,,,lure,old,CorrectRej,,,,
P14,P14_20,20,foil,1.58559481,New,,,lure,old,CorrectRej,,,,
P14,P14_21,21,hawk,0.896742682,Remember,4,4,target,old,Hit,large,upper,8,2
P14,P14_22,22,lard,0.69755954,New,,,lure,old,CorrectRej,,,,
P14,P14_23,23,pearl,0.697366646,New,,,lure,old,CorrectRej,,,,
P14,P14_24,24,arch,0.697229899,Remember,2,-4,target,old,Hit,large,lower,6,2
P14,P14_25,25,pork,1.414098189,New,,,lure,old,CorrectRej,,,,
P14,P14_26,26,drum,0.69740287,Remember,-1,4,target,old,Hit,small,upper,5,2
P14,P14_27,27,veil,1.650896928,New,,,lure,old,CorrectRej,,,,
P14,P14_28,28,tooth,1.047027873,New,,,lure,old,CorrectRej,,,,
P14,P14_29,29,brick,0.896914446,Guess,0,0,target,old,Hit,small,lower,0,0
P14,P14_3,3,mast,0.896542845,Know,2,4,target,old,Hit,large,upper,6,2
P14,P14_30,30,grate,0.896459529,New,,,lure,old,CorrectRej,,,,
P14,P14_31,31,quill,1.047298348,New,,,lure,old,CorrectRej,,,,
P14,P14_32,32,ramp,0.89669227,New,,,lure,old,CorrectRej,,,,
P14,P14_33,33,gown,0.69738506,New,,,lure,old,CorrectRej,,,,
P14,P14_35,35,whip,0.899217405,New,,,lure,old,CorrectRej,,,,
P14,P14_36,36,keel,0.89683928,Remember,-3,-3,target,old,Hit,large,lower,6,1
P14,P14_37,37,heel,1.229932728,Remember,4,4,target,old,Hit,large,upper,8,2
P14,P14_38,38,maze,0.697324686,New,,,lure,old,CorrectRej,,,,
P14,P14_39,39,pipe,0.601880644,New,,,lure,old,CorrectRej,,,,
P14,P14_4,4,tomb,1.239806562,New,,,lure,old,CorrectRej,,,,
P14,P14_40,40,isle,1.797231257,Know,-3,2,target,old,Hit,large,upper,5,1
P14,P14_41,41,calf,0.697397436,Remember,2,4,target,old,Hit,large,upper,6,2
P14,P14_42,42,lime,1.413964461,Remember,-2,2,target,old,Hit,small,upper,4,2
P14,P14_43,43,hook,0.697555012,New,,,lure,old,CorrectRej,,,,
P14,P14_44,44,duke,0.896530167,Guess,0,0,lure,old,FalseAlarm,,,0,
P14,P14_45,45,deer,1.414041739,New,,,lure,old,CorrectRej,,,,
P14,P14_46,46,bass,0.896765021,New,,,lure,old,CorrectRej,,,,
P14,P14_47,47,lint,0.604546147,Remember,3,-3,target,old,Hit,large,lower,6,2
P14,P14_48,48,grape,0.697395625,New,,,lure,old,CorrectRej,,,,
P14,P14_49,49,nerve,1.579369667,Remember,4,4,target,old,Hit,large,upper,8,2
P14,P14_5,5,fuse,2.328418101,Remember,-4,-4,target,old,Hit,small,lower,8,2
P14,P14_50,50,herb,0.697625951,New,,,lure,old,CorrectRej,,,,
P14,P14_51,51,flame,1.229729571,New,,,lure,old,CorrectRej,,,,
P14,P14_52,52,skull,0.696060156,New,,,lure,old,CorrectRej,,,,
P14,P14_53,53,rake,0.896962141,New,,,lure,old,CorrectRej,,,,
P14,P14_54,54,mole,0.697343402,Remember,4,4,target,old,Hit,large,upper,8,2
P14,P14_55,55,rein,0.697543541,Remember,-4,4,target,old,Hit,small,upper,8,2
P14,P14_56,56,cork,1.414121433,Remember,-2,-3,target,old,Hit,small,lower,5,2
P14,P14_57,57,badge,0.697206051,Remember,-3,-2,target,old,Hit,large,upper,5,0
P14,P14_58,58,ridge,0.697298121,Remember,3,4,target,old,Hit,large,upper,7,2
P14,P14_59,59,stove,1.228755439,New,,,target,new,Miss,large,lower,,
P14,P14_6,6,flag,0.898643552,Know,-2,-2,target,old,Hit,small,upper,4,1
P14,P14_60,60,tray,1.579380233,New,,,lure,old,CorrectRej,,,,
P14,P14_61,61,aisle,0.896591446,Know,0,-2,target,old,Hit,small,lower,2,1
P14,P14_62,62,lawn,1.047347251,New,,,lure,old,CorrectRej,,,,
P14,P14_63,63,tent,1.229752815,Remember,-3,3,target,old,Hit,small,upper,6,2
P14,P14_64,64,goat,0.697447848,New,,,lure,old,CorrectRej,,,,
P14,P14_65,65,dome,1.22975855,New,,,lure,old,CorrectRej,,,,
P14,P14_66,66,pier,1.229575014,New,,,lure,old,CorrectRej,,,,
P14,P14_67,67,sponge,1.229558411,New,,,lure,old,CorrectRej,,,,
P14,P14_68,68,wheat,0.946869241,New,,,lure,old,CorrectRej,,,,
P14,P14_69,69,bolt,0.896545864,Remember,-2,-3,target,old,Hit,small,lower,5,2
P14,P14_7,7,crown,1.579325293,New,,,lure,old,CorrectRej,,,,
P14,P14_70,70,itch,1.271465076,Know,2,-1,target,old,Hit,large,lower,3,2
P14,P14_71,71,crumb,0.89665031,Know,0,0,lure,old,FalseAlarm,,,0,
P14,P14_72,72,wing,0.945198396,Remember,-1,4,target,old,Hit,small,upper,5,2
P14,P14_73,73,dough,0.697381739,Know,0,0,lure,old,FalseAlarm,,,0,
P14,P14_74,74,fork,0.905401795,Guess,0,0,target,old,Hit,small,lower,0,0
P14,P14_75,75,yacht,2.197371325,Remember,-3,-2,target,old,Hit,small,lower,5,2
P14,P14_76,76,nest,0.912358971,New,,,lure,old,CorrectRej,,,,
P14,P14_77,77,reed,0.896732721,Remember,2,3,target,old,Hit,small,upper,5,1
P14,P14_78,78,nurse,1.047445056,New,,,lure,old,CorrectRej,,,,
P14,P14_79,79,chalk,1.413758284,Remember,3,3,target,old,Hit,large,upper,6,2
P14,P14_8,8,bell,1.047374721,Know,-2,0,target,old,Hit,small,lower,2,1
P14,P14_80,80,toast,0.89689573,Remember,-2,-3,target,old,Hit,large,upper,5,0
P14,P14_81,81,moss,1.255916105,New,,,lure,old,CorrectRej,,,,
P14,P14_82,82,hail,0.896690459,Remember,2,4,target,old,Hit,large,upper,6,2
P14,P14_83,83,seal,0.896599898,Know,-2,0,lure,old,FalseAlarm,,,2,
P14,P14_84,84,wrap,1.047407624,New,,,lure,old,CorrectRej,,,,
P14,P14_85,85,germ,1.274338265,New,,,lure,old,CorrectRej,,,,
P14,P14_86,86,leaf,0.69739321,Remember,0,-2,target,old,Hit,large,upper,2,0
P14,P14_87,87,bean,0.896928332,New,,,target,new,Miss,small,lower,,
P14,P14_88,88,mosque,1.241973982,Know,0,-1,target,old,Hit,large,lower,1,1
P14,P14_89,89,lens,0.896874297,Guess,0,0,lure,old,FalseAlarm,,,0,
P14,P14_9,9,sleeve,1.047402794,Remember,3,2,target,old,Hit,large,lower,5,1
P14,P14_90,90,pine,1.229820735,New,,,lure,old,CorrectRej,,,,
P14,P14_91,91,wolf,1.579444833,New,,,lure,old,CorrectRej,,,,
P14,P14_92,92,mouse,0.896641254,Know,0,-2,target,old,Hit,small,upper,2,0
P14,P14_93,93,mule,0.697469281,Know,0,-1,target,old,Hit,large,upper,1,0
P14,P14_94,94,tank,1.047376834,Know,-1,1,target,old,Hit,large,lower,2,0
P14,P14_95,95,lace,1.414123848,New,,,lure,old,CorrectRej,,,,
P14,P14_96,96,newt,1.413902276,New,,,lure,old,CorrectRej,,,,
P14,P14_97,97,kick,1.579328613,New,,,lure,old,CorrectRej,,,,
P14,P14_98,98,quart,1.277732179,New,,,lure,old,CorrectRej,,,,
P14,P14_99,99,bush,1.638332536,Remember,-3,-4,target,old,Hit,small,lower,7,2
P15,P15_10,10,knight,2.328334483,New,,,lure,old,CorrectRej,,,,
P15,P15_100,100,spruce,0.896256069,Remember,0,0,target,old,Hit,large,upper,0,0
P15,P15_101,101,trout,0.697282726,New,,,lure,old,CorrectRej,,,,
P15,P15_102,102,waist,0.896429342,Remember,0,0,target,old,Hit,small,upper,0,0
P15,P15_103,103,peach,1.047515995,Know,0,0,target,old,Hit,large,upper,0,0
P15,P15_104,104,vest,0.897022817,New,,,lure,old,CorrectRej,,,,
P15,P15_105,105,ditch,0.896887278,New,,,lure,old,CorrectRej,,,,
P15,P15_106,106,wreck,0.895306993,Remember,0,0,target,old,Hit,large,lower,0,0
P15,P15_107,107,dusk,1.945511434,New,,,lure,old,CorrectRej,,,,
P15,P15_108,108,noose,1.229607917,New,,,lure,old,CorrectRej,,,,
P15,P15_109,109,rack,0.896958217,Remember,0,0,target,old,Hit,small,lower,0,0
P15,P15_11,11,glove,2.328628503,New,,,lure,old,CorrectRej,,,,
P15,P15_110,110,rail,0.697260388,Remember,0,0,target,old,Hit,large,upper,0,0
P15,P15_111,111,blade,1.797296461,New,,,lure,old,CorrectRej,,,,
P15,P15_112,112,graph,0.896031781,Remember,0,0,target,old,Hit,small,lower,0,0
P15,P15_113,113,starch,1.047243709,Remember,0,0,target,old,Hit,large,upper,0,0
P15,P15_114,114,thread,1.24511825,New,,,lure,old,CorrectRej,,,,
P15,P15_115,115,frost,1.797208013,New,,,lure,old,CorrectRej,,,,
P15,P15_116,116,purse,2.328651445,New,,,lure,old,CorrectRej,,,,
P15,P15_117,117,yoke,0.896800641,New,,,lure,old,CorrectRej,,,,
P15,P15_118,118,lamp,0.931876916,Remember,0,0,target,old,Hit,small,lower,0,0
P15,P15_119,119,kiss,1.797529806,Remember,0,-3,target,old,Hit,large,lower,3,1
P15,P15_12,12,clam,1.229811981,Remember,1,-3,target,old,Hit,large,lower,4,2
P15,P15_120,120,cage,1.243257227,New,,,lure,old,CorrectRej,,,,
P15,P15_121,121,fleet,1.047300159,New,,,lure,old,CorrectRej,,,,
P15,P15_122,122,rope,0.89673906,Remember,0,0,target,old,Hit,large,upper,0,0
P15,P15_123,123,flood,0.896885164,Know,0,0,target,old,Hit,large,lower,0,0
P15,P15_124,124,scar,1.22964233,Remember,0,0,target,old,Hit,large,lower,0,0
P15,P15_125,125,globe,1.22981349,New,,,lure,old,CorrectRej,,,,
P15,P15_126,126,jeep,0.929467699,Remember,0,0,target,old,Hit,small,upper,0,0
P15,P15_127,127,pill,1.414123848,Remember,1,-2,target,old,Hit,large,lower,3,2
P15,P15_128,128,hymn,1.579155038,New,,,lure,old,CorrectRej,,,,
P15,P15_13,13,nail,1.047559464,Remember,-2,0,target,old,Hit,large,upper,2,0
P15,P15_14,14,mink,2.61367678,New,,,lure,old,CorrectRej,,,,
P15,P15_15,15,juice,1.580603104,Remember,-2,2,target,old,Hit,small,lower,4,1
P15,P15_16,16,doll,2.328791815,New,,,lure,old,CorrectRej,,,,
P15,P15_17,17,hood,2.432254101,New,,,lure,old,CorrectRej,,,,
P15,P15_18,18,vase,1.578687745,New,,,lure,old,CorrectRej,,,,
P15,P15_20,20,foil,1.94556577,Remember,1,0,target,old,Hit,large,lower,1,1
P15,P15_21,21,hawk,2.197402719,New,,,lure,old,CorrectRej,,,,
P15,P15_22,22,lard,3.144520096,New,,,lure,old,CorrectRej,,,,
P15,P15_23,23,pearl,2.197286499,New,,,lure,old,CorrectRej,,,,
P15,P15_24,24,arch,2.613843713,Remember,0,0,target,old,Hit,small,lower,0,0
P15,P15_25,25,cream,1.242168687,Remember,-2,2,target,old,Hit,small,lower,4,1
P15,P15_26,26,pork,1.413990422,Guess,0,0,target,old,Hit,small,upper,0,0
P15,P15_27,27,drum,1.797447396,Remember,-2,2,target,old,Hit,small,lower,4,1
P15,P15_28,28,veil,2.613708778,Remember,1,1,target,old,Hit,small,upper,2,1
P15,P15_29,29,tooth,1.797206202,New,,,lure,old,CorrectRej,,,,
P15,P15_3,3,brick,2.372922952,Remember,-3,3,target,old,Hit,small,upper,6,2
P15,P15_30,30,mast,1.655758831,New,,,lure,old,CorrectRej,,,,
P15,P15_31,31,grate,2.197418114,Remember,-1,1,target,old,Hit,small,lower,2,1
P15,P15_32,32,quill,3.497037608,New,,,lure,old,CorrectRej,,,,
P15,P15_33,33,ramp,1.945866432,Remember,2,0,target,old,Hit,large,upper,2,1
P15,P15_34,34,gown,1.413889296,Remember,0,0,target,old,Hit,small,upper,0,0
P15,P15_35,35,whip,1.635430669,New,,,lure,old,CorrectRej,,,,
P15,P15_36,36,keel,1.414125055,New,,,lure,old,CorrectRej,,,,
P15,P15_37,37,heel,1.229872053,New,,,lure,old,CorrectRej,,,,
P15,P15_38,38,maze,1.229793265,New,,,lure,old,CorrectRej,,,,
